dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.359883,18.900774,8.938418,4.147666,-4.681450,-3.775661,0.304452
0.020000,7.437387,18.924496,9.019471,4.052645,-4.751050,-3.480018,0.289584
0.020000,7.513382,18.946538,9.098598,3.956353,-4.814608,-3.177883,0.275004
0.020000,7.587808,18.966966,9.175777,3.858911,-4.872078,-2.873547,0.260731
0.020000,7.660608,18.985846,9.250985,3.760441,-4.923502,-2.571197,0.246784
0.020000,7.731731,19.003250,9.324207,3.661061,-4.968991,-2.274449,0.233177
0.020000,7.801129,19.019247,9.395424,3.560887,-5.008720,-1.986446,0.219926
0.020000,7.868758,19.033908,9.464625,3.460028,-5.042923,-1.710150,0.207042
0.020000,7.934581,19.047305,9.531797,3.358591,-5.071873,-1.447503,0.194535
0.020000,7.998561,19.059509,9.596930,3.256673,-5.095884,-1.200553,0.182414
0.020000,8.060667,19.070589,9.660018,3.154367,-5.115293,-0.970404,0.170684
0.020000,8.120873,19.080615,9.721053,3.051758,-5.130453,-0.758001,0.159352
0.020000,8.179155,19.089655,9.780031,2.948924,-5.141728,-0.563763,0.148421
0.020000,8.235491,19.097775,9.836950,2.845934,-5.149485,-0.387869,0.137895
0.020000,8.289865,19.105041,9.891807,2.742852,-5.154088,-0.230134,0.127773
0.020000,8.342262,19.111514,9.944602,2.639735,-5.155891,-0.090140,0.118059
0.020000,8.392668,19.117255,9.995334,2.536630,-5.155235,0.032779,0.108750
0.020000,8.441076,19.122322,10.044006,2.433581,-5.152450,0.139234,0.099846
0.020000,8.487475,19.126771,10.090618,2.330624,-5.147846,0.230238,0.091346
0.020000,8.531861,19.130655,10.135174,2.227790,-5.141712,0.306665,0.083247
0.020000,8.574230,19.134026,10.177676,2.125103,-5.134320,0.369630,0.075547
0.020000,8.614577,19.136932,10.218128,2.022585,-5.125923,0.419855,0.068242
0.020000,8.652901,19.139418,10.256533,1.920250,-5.116746,0.458813,0.061330
0.020000,8.689202,19.141528,10.292895,1.818110,-5.107006,0.487033,0.054808
0.020000,8.723480,19.143303,10.327218,1.716172,-5.096890,0.505777,0.048671
0.020000,8.755735,19.144781,10.359507,1.614441,-5.086574,0.515812,0.042916
0.020000,8.785968,19.145998,10.389766,1.512916,-5.076210,0.518211,0.037540
0.020000,8.814183,19.146987,10.417998,1.411598,-5.065941,0.513435,0.032539
0.020000,8.840381,19.147779,10.444207,1.310480,-5.055888,0.502671,0.027909
0.020000,8.864564,19.148403,10.468398,1.209557,-5.046163,0.486232,0.023648
0.020000,8.886735,19.148884,10.490575,1.108819,-5.036862,0.465052,0.019751
0.020000,8.906897,19.149247,10.510740,1.008258,-5.028070,0.439593,0.016216
0.020000,8.925052,19.149512,10.528897,0.907861,-5.019862,0.410384,0.013039
0.020000,8.941203,19.149700,10.545049,0.807615,-5.012302,0.378012,0.010220
0.020000,8.955353,19.149827,10.559199,0.707506,-5.005445,0.342878,0.007754
0.020000,8.967503,19.149908,10.571350,0.607519,-4.999341,0.305198,0.005639
0.020000,8.977656,19.149957,10.581503,0.507638,-4.994024,0.265838,0.003875
0.020000,8.985812,19.149983,10.589660,0.407848,-4.989534,0.224506,0.002459
0.020000,8.991975,19.149994,10.595822,0.308130,-4.985891,0.182135,0.001391
0.020000,8.996144,19.149999,10.599992,0.208467,-4.983121,0.138482,0.000668
0.020000,8.998547,19.150000,10.602394,0.120138,-4.416467,28.332717,0.000252
0.020000,8.999659,19.150000,10.603506,0.055573,-3.228260,59.410352,0.000059
0.020000,8.999977,19.150000,10.603824,0.015914,-1.982968,62.264619,0.000004
0.020000,9.000000,19.150000,10.603847,0.001155,-0.737947,62.251040,6.283185
0.020000,9.000000,19.150000,10.603847,0.000000,-0.057733,34.010686,6.283185
