dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.441239,10.432694,4.771210,6.155119,3.971044,0.000000,5.750625
0.020000,4.547756,10.369802,4.894908,6.214684,2.978283,-49.638055,5.749142
0.020000,4.655053,10.306280,5.019599,6.254395,1.985522,-49.638055,5.748272
0.020000,4.762787,10.242419,5.144838,6.269514,0.755948,-61.478732,5.748031
0.020000,4.870444,10.178614,5.269982,6.244922,-1.229575,-99.276109,5.748422
0.020000,4.977552,10.115237,5.394436,6.200476,-2.222336,-49.638055,5.749438
0.020000,5.083807,10.052553,5.517803,6.136174,-3.215097,-49.638055,5.751064
0.020000,5.188942,9.990802,5.639732,6.056753,-3.971044,-37.797377,5.753277
0.020000,5.292860,9.930114,5.760073,5.977332,-3.971044,-0.000000,5.756056
0.020000,5.395589,9.870541,5.878825,5.897911,-3.971044,0.000000,5.759378
0.020000,5.497153,9.812128,5.995989,5.818490,-3.971044,0.000000,5.763225
0.020000,5.597576,9.754919,6.111565,5.739069,-3.971044,-0.000000,5.767577
0.020000,5.696877,9.698952,6.225552,5.659648,-3.971044,0.000000,5.772415
0.020000,5.795073,9.644261,6.337951,5.580227,-3.971044,0.000000,5.777719
0.020000,5.892178,9.590880,6.448761,5.500807,-3.971044,-0.000000,5.783472
0.020000,5.988203,9.538837,6.557983,5.421386,-3.971044,0.000000,5.789654
0.020000,6.083158,9.488155,6.665616,5.341965,-3.971044,-0.000000,5.796247
0.020000,6.177048,9.438858,6.771661,5.262544,-3.971044,0.000000,5.803233
0.020000,6.269877,9.390964,6.876118,5.183123,-3.971044,0.000000,5.810592
0.020000,6.361648,9.344489,6.978986,5.103702,-3.971044,-0.000000,5.818307
0.020000,6.452360,9.299446,7.080266,5.024281,-3.971044,0.000000,5.826359
0.020000,6.542010,9.255843,7.179958,4.944860,-3.971044,0.000000,5.834728
0.020000,6.630594,9.213689,7.278061,4.865439,-3.971044,0.000000,5.843395
0.020000,6.718106,9.172986,7.374575,4.786019,-3.971044,0.000000,5.852341
0.020000,6.804537,9.133736,7.469501,4.706598,-3.971044,-0.000000,5.861546
0.020000,6.889878,9.095936,7.562839,4.627177,-3.971044,0.000000,5.870990
0.020000,6.974118,9.059584,7.654588,4.547756,-3.971044,0.000000,5.880653
0.020000,7.057244,9.024670,7.744749,4.468335,-3.971044,0.000000,5.890515
0.020000,7.139243,8.991187,7.833322,4.388914,-3.971044,-0.000000,5.900555
0.020000,7.220100,8.959120,7.920306,4.309493,-3.971044,0.000000,5.910753
0.020000,7.299800,8.928455,8.005702,4.230072,-3.971044,0.000000,5.921088
0.020000,7.378326,8.899176,8.089509,4.150652,-3.971044,0.000000,5.931539
0.020000,7.455661,8.871262,8.171728,4.071231,-3.971044,0.000000,5.942086
0.020000,7.531787,8.844691,8.252358,3.991810,-3.971044,-0.000000,5.952709
0.020000,7.606687,8.819441,8.331400,3.912389,-3.971044,-0.000000,5.963386
0.020000,7.680342,8.795484,8.408854,3.832968,-3.971044,0.000000,5.974099
0.020000,7.752734,8.772794,8.484719,3.753547,-3.971044,0.000000,5.984826
0.020000,7.823844,8.751340,8.558996,3.674126,-3.971044,-0.000000,5.995550
0.020000,7.893655,8.731091,8.631684,3.594705,-3.971044,0.000000,6.006250
0.020000,7.962148,8.712015,8.702784,3.515284,-3.971044,-0.000000,6.016908
0.020000,8.029305,8.694079,8.772295,3.435864,-3.971044,0.000000,6.027507
0.020000,8.095109,8.677246,8.840218,3.356443,-3.971044,0.000000,6.038029
0.020000,8.159543,8.661481,8.906553,3.277022,-3.971044,-0.000000,6.048458
