dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.433173,7.350334,10.193002,0.840279,-4.795680,-0.011657,6.273199
0.020000,9.448060,7.350202,10.207889,0.744364,-4.795757,-0.003836,6.275424
0.020000,9.461029,7.350113,10.220858,0.648449,-4.795719,0.001879,6.277362
0.020000,9.472079,7.350058,10.231909,0.552537,-4.795606,0.005633,6.279013
0.020000,9.481212,7.350026,10.241041,0.456628,-4.795452,0.007727,6.280378
0.020000,9.488426,7.350010,10.248256,0.360722,-4.795283,0.008415,6.281456
0.020000,9.493723,7.350003,10.253552,0.264820,-4.795125,0.007933,6.282247
0.020000,9.497158,7.350001,10.256988,0.171779,-4.652022,7.155129,6.282761
0.020000,9.499030,7.350000,10.258859,0.093587,-3.909606,37.120808,6.283040
0.020000,9.499817,7.350000,10.259647,0.039370,-2.710852,59.937724,6.283158
0.020000,9.500000,7.350000,10.259829,0.009128,-1.512127,59.936211,6.283185
0.020000,9.500000,7.350000,10.259829,0.000000,-0.456385,52.787099,6.283185
