dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.917650,11.486637,5.258923,6.188173,2.392128,-2.894815,5.752702
0.020000,5.025140,11.423430,5.383620,6.234823,2.332513,-2.980738,5.750625
0.020000,5.133127,11.359672,5.509024,6.270205,1.769087,-28.171269,5.749142
0.020000,5.241284,11.295640,5.634715,6.284525,0.715972,-52.655796,5.748272
0.020000,5.349257,11.231638,5.760231,6.275831,-0.434702,-57.533672,5.748031
0.020000,5.456527,11.168062,5.884926,6.234733,-2.054892,-81.009522,5.748422
0.020000,5.562629,11.105279,6.008211,6.164274,-3.522912,-73.400961,5.749438
0.020000,5.667274,11.043546,6.129708,6.074851,-4.471152,-47.412047,5.751064
0.020000,5.770214,10.983083,6.249092,5.969190,-5.283063,-40.595531,5.753277
0.020000,5.871373,10.924007,6.366238,5.857284,-5.595284,-15.611044,5.756056
0.020000,5.970796,10.866350,6.481169,5.746562,-5.536114,2.958512,5.759378
0.020000,6.068525,10.810143,6.593909,5.636990,-5.478591,2.876143,5.763225
0.020000,6.164600,10.755411,6.704480,5.528542,-5.422430,2.808056,5.767577
0.020000,6.259054,10.702175,6.812904,5.421195,-5.367356,2.753668,5.772415
0.020000,6.351921,10.650453,6.919202,5.314932,-5.313111,2.712291,5.777719
0.020000,6.443228,10.600258,7.023397,5.209743,-5.259448,2.683130,5.783472
0.020000,6.533003,10.551602,7.125510,5.105621,-5.206142,2.665291,5.789654
0.020000,6.621268,10.504490,7.225561,5.002561,-5.152986,2.657800,5.796247
0.020000,6.708046,10.458928,7.323572,4.900565,-5.099794,2.659606,5.803233
0.020000,6.793353,10.414914,7.419565,4.799637,-5.046402,2.669588,5.810592
0.020000,6.877209,10.372447,7.513560,4.699784,-4.992671,2.686551,5.818307
0.020000,6.959627,10.331521,7.605581,4.601014,-4.938486,2.709260,5.826359
0.020000,7.040622,10.292128,7.695647,4.503339,-4.883757,2.736431,5.834728
0.020000,7.120206,10.254256,7.783783,4.406770,-4.828423,2.766738,5.843395
0.020000,7.198389,10.217891,7.870009,4.311321,-4.772446,2.798848,5.852341
0.020000,7.275182,10.183018,7.954349,4.217005,-4.715817,2.831415,5.861546
0.020000,7.350592,10.149617,8.036826,4.123834,-4.658555,2.863111,5.870990
0.020000,7.424629,10.117667,8.117462,4.031820,-4.600702,2.892636,5.880653
0.020000,7.497299,10.087145,8.196282,3.940973,-4.542328,2.918741,5.890515
0.020000,7.568609,10.058025,8.273308,3.851303,-4.483523,2.940250,5.900555
